sample_id,iou,dice,precision,recall,pseudo_area,gt_area,area_ratio
goose_392,0.8336394743892286,0.9092730452554285,0.9149734126844385,0.9036432656709462,0.277314453125,0.28079150390625,0.9876169658523183
goose_393,0.146946506544656,0.2562395119670469,0.146946506544656,1.0,0.383333984375,0.05632958984375,6.805197506999645
goose_394,0.8935203798218128,0.9437663194371283,0.8996220958078281,0.9924663885025499,0.15802099609375,0.14323828125,1.1032036597671058
goose_395,0.9653864050401854,0.9823884021630307,0.9719072438077438,0.993098084961602,0.40546484375,0.39681298828125,1.0218033575620207
goose_396,0.8676213201864806,0.9291191001180574,0.9589437789731733,0.901093652340285,0.33621484375,0.3577998046875,0.939673077920341
goose_397,0.9380959123281465,0.9680593270549284,0.9866672027782494,0.9501403235544236,0.3278818359375,0.34048681640625,0.962979534415481
goose_398,0.9189670547074101,0.9577726229880766,0.990485869296905,0.927151162076128,0.1859384765625,0.19864013671875,0.9360569300542017
goose_399,0.0,0.0,0.0,0.0,0.0939501953125,0.0,0.0
goose_400,0.6106928032080543,0.7582982949842741,0.6160541377974782,0.9859496874838576,0.226923828125,0.14178955078125,1.6004270193019612
goose_401,0.19532667255898165,0.32681722418328035,0.1953310873827062,0.9998843008421681,0.4104609375,0.08018505859375,5.118920465963135
goose_402,0.9731809911005569,0.9864082367403688,0.9907920728552492,0.9820630229814136,0.35767626953125,0.36085546875,0.9911898266922134
goose_403,0.8521027928807101,0.9201463289792601,0.9010268022108483,0.9400948687607794,0.248419921875,0.23809619140625,1.0433594943613995
goose_404,0.9608216100288508,0.9800194011679764,0.9690019788162378,0.9912902380334614,0.37926123046875,0.37073388671875,1.0230012525304142
goose_405,0.17427564486195996,0.2968223783308503,0.17617926661435532,0.9416199055414383,0.3995009765625,0.07474755859375,5.344669231723967
goose_406,0.9344669619657702,0.9661234648496471,0.9559527423761878,0.9765129345470022,0.302365234375,0.2959990234375,1.0215075403410723
goose_407,0.09981241514740109,0.18150807132691596,0.10022853560712569,0.9600658767288998,0.320912109375,0.03350244140625,9.578767871977613
goose_408,0.3535265320827983,0.5223784295366473,0.7497542404689985,0.4008222263893584,0.21855078125,0.40880810546875,0.5346048141570089
goose_409,0.9541966227879651,0.9765615308726256,0.9844236760124611,0.9688239734773336,0.29090625,0.29559033203125,0.9841534667285572
goose_410,0.7129056491560306,0.832393365632588,0.7134546508228218,0.9989217816553028,0.37409375,0.26718701171875,1.4001195177622767
goose_411,0.021838539855187022,0.04274362143021527,0.021838539855187022,1.0,0.2470859375,0.00539599609375,45.79060718487015
goose_412,0.9507400036638914,0.9747480462575289,0.9887429177296975,0.9611438181412437,0.412630859375,0.4244794921875,0.9720866778476397
goose_413,0.41614614940572225,0.5877163872956978,0.9400814183851741,0.42748483328011677,0.1168251953125,0.25691015625,0.45473171250893274
goose_414,0.7095873383958755,0.8301270399694105,0.9695109230658905,0.7257832107339249,0.299591796875,0.40019873046875,0.7486075643570638
goose_415,0.26950127487220776,0.4245781870511893,0.26950456275619755,0.9999547342333677,0.48028125,0.12944384765625,3.7103443593196554
goose_416,0.7471886337714885,0.8553039086095747,0.7489666695981004,0.9968328393251193,0.377552734375,0.2836728515625,1.330944192563369
