sample_id,model,iou,dice,precision,recall,pred_area,gt_area,area_ratio
goose_049,student_gs100,0.0,0.0,0.0,0.0,0.0,0.11524462890625,0.0
goose_049,student_lisa100,0.4628620187933196,0.6328170570388089,0.47814533105784307,0.9354040530291796,0.225455078125,0.11524462890625,1.9563174463289286
goose_049,student_lisa500,0.5329195427522643,0.6953000831282241,0.5643240417014355,0.9054490913944098,0.184908203125,0.11524462890625,1.6044843467318588
goose_049,student_gt500,0.2152638767443037,0.35426688946107143,0.3328516090584029,0.3786273255345923,0.13109375,0.11524462890625,1.1375258981192353
goose_050,student_gs100,0.0,0.0,0.0,0.0,0.0,0.42572900390625,0.0
goose_050,student_lisa100,0.9076366138120823,0.9515822953285923,0.9499101681432921,0.9532603197869464,0.42723046875,0.42572900390625,1.0035268089088913
goose_050,student_lisa500,0.8980487220992318,0.9462862693071384,0.9732864223155485,0.9207437151118314,0.40274609375,0.42572900390625,0.9460151647048433
goose_050,student_gt500,0.968396126857931,0.9839443531152863,0.9838253235852604,0.984063411450717,0.42583203125,0.42572900390625,1.0002420021722849
goose_051,student_gs100,0.0,0.0,0.0,0.0,0.0,0.24377880859375,0.0
goose_051,student_lisa100,0.4735812696383067,0.6427623360801106,0.6603203237881182,0.626113900800987,0.231150390625,0.24377880859375,0.9481972282923292
goose_051,student_lisa500,0.49164816817500523,0.6592012495500525,0.9030786494925839,0.519035210181489,0.140109375,0.24377880859375,0.5747397643307381
goose_051,student_gt500,0.9347775146164289,0.9662894131801498,0.965762578930941,0.9668168225309909,0.244044921875,0.24377880859375,1.0010916177775462
goose_052,student_gs100,0.0,0.0,0.0,0.0,0.0,0.1476982421875,0.0
